#,CT,T,WTN,WS,TYPE,ST,TT,,,,,,,,,,,,,,,,,,,
1,Cloud9,Astralis,Cloud9,CT,Pistol round,,,,,,,,,,,,,,,,,,,,,
2,Cloud9,Astralis,Cloud9,CT,Eco,T,Astralis,,,,,,,,,,,,,,,,,,,
3,Cloud9,Astralis,Cloud9,CT,Normal,,,,,,,,,,,,,,,,,,,,,
4,Cloud9,Astralis,Astralis,T,Eco,T,Astralis,,,,,,,,,,,,,,,,,,,
5,Cloud9,Astralis,Cloud9,CT,Normal,,,,,,,,,,,,,,,,,,,,,
6,Cloud9,Astralis,Astralis,T,Force buy,T,Astralis,,,,,,,,,,,,,,,,,,,
7,Cloud9,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
8,Cloud9,Astralis,Astralis,T,Eco,CT,Cloud9,,,,,,,,,,,,,,,,,,,
9,Cloud9,Astralis,Cloud9,CT,Normal,,,,,,,,,,,,,,,,,,,,,
10,Cloud9,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
11,Cloud9,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
12,Cloud9,Astralis,Astralis,T,Eco,CT,Cloud9,,,,,,,,,,,,,,,,,,,
13,Cloud9,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
14,Cloud9,Astralis,Cloud9,CT,Eco,CT,Cloud9,,,,,,,,,,,,,,,,,,,
15,Cloud9,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
16,Astralis,Cloud9,Cloud9,T,Pistol round,,,,,,,,,,,,,,,,,,,,,
17,Astralis,Cloud9,Cloud9,T,Force buy,CT,Astralis,,,,,,,,,,,,,,,,,,,
18,Astralis,Cloud9,Cloud9,T,Eco,CT,Astralis,,,,,,,,,,,,,,,,,,,
19,Astralis,Cloud9,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
20,Astralis,Cloud9,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
21,Astralis,Cloud9,Astralis,CT,Eco,T,Cloud9,,,,,,,,,,,,,,,,,,,
22,Astralis,Cloud9,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
23,Astralis,Cloud9,Astralis,CT,Eco,T,Cloud9,,,,,,,,,,,,,,,,,,,
24,Astralis,Cloud9,Cloud9,T,Normal,,,,,,,,,,,,,,,,,,,,,
25,Astralis,Cloud9,Cloud9,T,Normal,,,,,,,,,,,,,,,,,,,,,
26,Astralis,Cloud9,Astralis,CT,Eco,CT,Astralis,,,,,,,,,,,,,,,,,,,
27,Astralis,Cloud9,Cloud9,T,Normal,,,,,,,,,,,,,,,,,,,,,
28,Astralis,Cloud9,Cloud9,T,Normal,,,,,,,,,,,,,,,,,,,,,
29,Astralis,Cloud9,Cloud9,T,Eco,CT,Astralis,,,,,,,,,,,,,,,,,,,
30,Astralis,Cloud9,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
