#,CT,T,WTN,WS,TYPE,ST,TT,,,,,,,,,,,,,,,,,,,
1,Astralis,Vega Squadron,Vega Squadron,T,Pistol round,,,,,,,,,,,,,,,,,,,,,
2,Astralis,Vega Squadron,Vega Squadron,T,Eco,CT,Astralis,,,,,,,,,,,,,,,,,,,
3,Astralis,Vega Squadron,Vega Squadron,T,Eco,CT,Astralis,,,,,,,,,,,,,,,,,,,
4,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
5,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
6,Astralis,Vega Squadron,Astralis,CT,Eco,T,Vega Squadron,,,,,,,,,,,,,,,,,,,
7,Astralis,Vega Squadron,Vega Squadron,T,Normal,,,,,,,,,,,,,,,,,,,,,
8,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
9,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
10,Astralis,Vega Squadron,Astralis,CT,Eco,T,Vega Squadron,,,,,,,,,,,,,,,,,,,
11,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
12,Astralis,Vega Squadron,Astralis,CT,Eco,T,Vega Squadron,,,,,,,,,,,,,,,,,,,
13,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
14,Astralis,Vega Squadron,Astralis,CT,Normal,,,,,,,,,,,,,,,,,,,,,
15,Astralis,Vega Squadron,Astralis,CT,Force buy,T,Vega Squadron,,,,,,,,,,,,,,,,,,,
16,Vega Squadron,Astralis,Astralis,T,Pistol round,,,,,,,,,,,,,,,,,,,,,
17,Vega Squadron,Astralis,Astralis,T,Semi-Eco,CT,Vega Squadron,,,,,,,,,,,,,,,,,,,
18,Vega Squadron,Astralis,Astralis,T,Eco,CT,Vega Squadron,,,,,,,,,,,,,,,,,,,
19,Vega Squadron,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
20,Vega Squadron,Astralis,Astralis,T,Normal,,,,,,,,,,,,,,,,,,,,,
